"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"India","Jammu and Kashmir",2020-06-16,5298,63,2781,2454,"IN","IND"
"India","Jharkhand",2020-06-16,1839,9,1121,709,"IN","IND"
"India","Karnataka",2020-06-16,7530,94,4456,2980,"IN","IND"
"India","Kerala",2020-06-16,2622,20,1236,1366,"IN","IND"
"India","Ladakh",2020-06-16,649,1,85,563,"IN","IND"
"India","Madhya Pradesh",2020-06-16,11083,476,8152,2455,"IN","IND"
"India","Maharashtra",2020-06-16,113445,5537,57851,50057,"IN","IND"
"India","Manipur",2020-06-16,500,0,159,341,"IN","IND"
"India","Meghalaya",2020-06-16,44,1,25,18,"IN","IND"
"India","Mizoram",2020-06-16,121,0,1,120,"IN","IND"
"India","Nagaland",2020-06-16,179,0,92,87,"IN","IND"
"India","Odisha",2020-06-16,4163,11,2974,1178,"IN","IND"
"India","Puducherry",2020-06-16,216,6,99,111,"IN","IND"
"India","Punjab",2020-06-16,3371,72,2461,838,"IN","IND"
"India","Rajasthan",2020-06-16,13216,308,9849,3059,"IN","IND"
"India","Tripura",2020-06-16,1092,1,433,658,"IN","IND"
"India","Unknown",2020-06-16,8273,0,0,8273,"IN","IND"
"India","Uttar Pradesh",2020-06-16,14091,417,8610,5064,"IN","IND"
"India","Sikkim",2020-06-16,70,0,4,66,"IN","IND"
"India","Tamil Nadu",2020-06-16,48019,528,26782,20709,"IN","IND"
"India","Telangana",2020-06-16,5406,191,3027,2188,"IN","IND"
"India","Assam",2020-06-17,4605,8,2642,1955,"IN","IND"
"India","Bihar",2020-06-17,6942,44,4926,1972,"IN","IND"
"India","Chandigarh",2020-06-17,368,6,303,59,"IN","IND"
"India","Chhattisgarh",2020-06-17,1864,10,1180,674,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-17,57,0,12,45,"IN","IND"
"India","Delhi",2020-06-17,47102,1904,17457,27741,"IN","IND"
"India","Goa",2020-06-17,656,0,96,560,"IN","IND"
"India","Gujarat",2020-06-17,25093,1560,17430,6103,"IN","IND"
"India","Haryana",2020-06-17,8832,130,3952,4750,"IN","IND"
"India","Himachal Pradesh",2020-06-17,569,8,372,189,"IN","IND"
"India","Jammu and Kashmir",2020-06-17,5406,65,2914,2427,"IN","IND"
"India","Jharkhand",2020-06-17,1895,10,1151,734,"IN","IND"
"India","Karnataka",2020-06-17,7734,102,4804,2828,"IN","IND"
"India","Kerala",2020-06-17,2697,20,1326,1351,"IN","IND"
"India","Ladakh",2020-06-17,687,1,92,594,"IN","IND"
"India","Madhya Pradesh",2020-06-17,11244,482,8388,2374,"IN","IND"
"India","Maharashtra",2020-06-17,116752,5651,59166,51935,"IN","IND"
"India","Manipur",2020-06-17,552,0,192,360,"IN","IND"
"India","Meghalaya",2020-06-17,44,1,30,13,"IN","IND"
"India","Mizoram",2020-06-17,121,0,1,120,"IN","IND"
"India","Nagaland",2020-06-17,193,0,103,90,"IN","IND"
"India","Odisha",2020-06-17,4338,11,3047,1280,"IN","IND"
